Transaction_id,amount,currency,Transaction_type,payment_method,payment_status,customer_id,Transaction_Date
2570,4861,EUR,Purchase,Credit Card,Completed,7032,2023-11-16
2571,3901,EUR,Refund,Debit Card,Refunded,5539,2024-05-17
2572,1575,EUR,Purchase,Credit Card,Completed,4450,2023-08-18
2573,2429,GBP,Purchase,PayPal,Refunded,6493,2023-05-21
2574,2496,EUR,Purchase,PayPal,Completed,3668,2022-12-07
2575,3421,USD,Purchase,Credit Card,Refunded,6431,2023-02-26
2576,3826,USD,Purchase,Credit Card,Pending,7002,2021-06-09
2577,3063,EUR,Purchase,Debit Card,Refunded,7778,2022-08-11
2578,4409,EUR,Purchase,Credit Card,Refunded,8724,2024-09-09
2579,3201,USD,Purchase,Credit Card,Completed,9287,2022-08-25
2580,3410,EUR,Purchase,PayPal,Completed,389,2022-10-16
2581,3203,GBP,Purchase,Credit Card,Refunded,9554,2024-09-10
2582,2583,EUR,Purchase,Credit Card,Refunded,9681,2022-08-10
2583,4485,GBP,Purchase,Credit Card,Pending,9790,2024-03-04
2584,3622,GBP,Purchase,Debit Card,Pending,6369,2021-03-14
2585,4864,EUR,Refund,Debit Card,Refunded,10864,2020-06-01
2586,1177,USD,Refund,Debit Card,Pending,6115,2023-09-22
2587,3760,GBP,Purchase,Debit Card,Pending,7833,2023-10-29
2588,1947,EUR,Purchase,PayPal,Pending,7130,2023-01-19
2589,443,GBP,Refund,Credit Card,Refunded,419,2020-05-21
2590,816,GBP,Refund,Credit Card,Refunded,9797,2020-10-22
2591,2471,EUR,Purchase,Credit Card,Pending,3166,2022-06-19
2592,4161,GBP,Refund,Credit Card,Refunded,9049,2024-06-26
2593,4841,USD,Refund,Debit Card,Pending,4459,2024-02-25
2594,4603,USD,Refund,Credit Card,Refunded,6923,2022-11-25
2595,4081,GBP,Purchase,PayPal,Pending,6322,2020-09-13
2596,1794,EUR,Purchase,Debit Card,Pending,6464,2024-04-17
2597,152,USD,Refund,Credit Card,Pending,3303,2022-07-09
2598,79,USD,Refund,Debit Card,Completed,3408,2020-04-22
2599,3879,GBP,Refund,Credit Card,Refunded,3979,2024-04-15
2600,4382,GBP,Purchase,Debit Card,Refunded,4794,2024-09-27
2601,1875,GBP,Refund,Debit Card,Completed,468,2022-09-17
2602,4871,EUR,Refund,Debit Card,Refunded,2771,2023-06-24
2603,4782,GBP,Refund,Credit Card,Completed,6582,2022-10-13
2604,473,GBP,Purchase,Credit Card,Refunded,10039,2023-02-13
2605,1118,GBP,Purchase,PayPal,Completed,918,2021-05-30
2606,1066,EUR,Refund,PayPal,Pending,9938,2023-08-14
2607,57,USD,Refund,Credit Card,Refunded,9438,2022-11-27
2608,4561,GBP,Refund,Debit Card,Refunded,2185,2021-08-30
2609,2127,USD,Refund,PayPal,Pending,6048,2023-05-16
2610,4646,GBP,Refund,Credit Card,Pending,6777,2022-01-26
2611,2580,GBP,Refund,Debit Card,Completed,803,2023-11-02
2612,151,EUR,Purchase,Credit Card,Refunded,2928,2022-07-07
2613,4082,USD,Refund,PayPal,Pending,10481,2022-11-24
2614,2906,GBP,Purchase,PayPal,Refunded,3613,2021-09-17
2615,1634,EUR,Refund,PayPal,Completed,5498,2021-05-02
2616,3106,EUR,Refund,PayPal,Pending,4402,2023-08-05
2617,2326,EUR,Refund,PayPal,Pending,1540,2024-07-02
2618,3237,USD,Refund,Debit Card,Completed,998,2024-08-26
2619,2000,EUR,Refund,Credit Card,Completed,3801,2024-03-28
2620,3223,EUR,Refund,Debit Card,Completed,3149,2020-09-03
2621,4194,GBP,Refund,Credit Card,Refunded,4508,2020-11-13
2622,906,GBP,Purchase,Debit Card,Completed,2659,2024-02-09
2623,1649,USD,Refund,PayPal,Refunded,10599,2022-01-17
2624,142,USD,Purchase,Debit Card,Refunded,2373,2021-06-28
2625,1972,EUR,Refund,PayPal,Pending,7870,2023-09-12
2626,3825,USD,Purchase,Debit Card,Refunded,3775,2023-09-02
2627,3773,EUR,Refund,PayPal,Completed,7164,2021-09-08
2628,4714,USD,Purchase,Credit Card,Refunded,4379,2020-04-08
2629,4808,EUR,Purchase,Credit Card,Refunded,5178,2024-09-22
2630,2346,GBP,Purchase,Debit Card,Pending,3840,2021-07-05
2631,3934,EUR,Purchase,PayPal,Refunded,8010,2020-02-19
2632,2855,GBP,Purchase,PayPal,Refunded,4478,2021-07-13
2633,478,GBP,Purchase,PayPal,Refunded,3356,2024-01-24
2634,3789,EUR,Refund,PayPal,Completed,2845,2021-12-11
2635,3818,EUR,Purchase,PayPal,Refunded,2858,2024-05-07
2636,2551,USD,Purchase,Credit Card,Refunded,9265,2024-07-01
2637,2743,EUR,Purchase,PayPal,Completed,6748,2022-06-14
2638,331,EUR,Refund,PayPal,Completed,4746,2024-06-29
2639,4343,EUR,Refund,Credit Card,Refunded,1908,2022-01-27
2640,1845,EUR,Purchase,PayPal,Refunded,1574,2024-05-29
2641,1494,USD,Refund,Credit Card,Pending,6379,2024-06-04
2642,2000,GBP,Purchase,PayPal,Pending,3970,2023-03-07
2643,4963,EUR,Refund,Debit Card,Pending,4037,2022-07-30
2644,690,EUR,Refund,PayPal,Refunded,10145,2020-02-20
2645,4958,EUR,Purchase,Credit Card,Completed,3114,2022-03-28
2646,4568,GBP,Purchase,Credit Card,Pending,2521,2023-06-21
2647,3094,EUR,Refund,PayPal,Pending,8824,2023-01-27
2648,3371,USD,Purchase,PayPal,Completed,7809,2021-12-11
2649,1415,GBP,Purchase,Credit Card,Completed,2942,2021-03-28
2650,1676,USD,Refund,Credit Card,Completed,7629,2023-03-02
2651,4650,EUR,Refund,Credit Card,Pending,6269,2022-10-15
2652,2573,USD,Purchase,PayPal,Completed,8648,2023-02-11
2653,348,USD,Purchase,Debit Card,Refunded,9873,2020-03-25
2654,304,EUR,Refund,PayPal,Completed,6347,2023-12-18
2655,3865,GBP,Purchase,Debit Card,Pending,3983,2020-03-03
2656,900,USD,Refund,Credit Card,Pending,3760,2022-03-22
2657,3772,GBP,Purchase,Credit Card,Pending,7201,2020-10-09
2658,3100,USD,Refund,Credit Card,Completed,10158,2021-01-10
2659,197,GBP,Purchase,Debit Card,Pending,3906,2021-12-23
2660,865,GBP,Purchase,Credit Card,Completed,3198,2022-07-07
2661,2006,USD,Refund,Debit Card,Pending,5296,2020-10-24
2662,2753,USD,Refund,PayPal,Completed,8212,2020-03-01
2663,4011,EUR,Refund,Debit Card,Pending,2884,2020-08-09
2664,1649,GBP,Refund,Credit Card,Pending,3222,2020-01-09
2665,378,GBP,Refund,Credit Card,Refunded,8370,2024-10-06
2666,1412,EUR,Refund,Credit Card,Completed,2916,2022-05-25
2667,1089,USD,Purchase,Credit Card,Refunded,9155,2022-02-14
2668,3645,EUR,Refund,Debit Card,Refunded,7428,2020-04-16
2669,390,GBP,Purchase,Credit Card,Refunded,8782,2021-09-06
2670,1055,EUR,Refund,Credit Card,Refunded,1740,2020-05-30
2671,1108,GBP,Purchase,Credit Card,Pending,3762,2020-10-24
2672,1279,EUR,Refund,Debit Card,Completed,801,2024-06-17
2673,4392,GBP,Purchase,PayPal,Completed,3695,2022-07-24
2674,3373,GBP,Purchase,Debit Card,Completed,6751,2020-02-08
2675,4226,GBP,Refund,PayPal,Completed,1572,2020-08-06
2676,1328,USD,Purchase,PayPal,Refunded,5214,2020-06-01
2677,4322,USD,Purchase,Debit Card,Pending,10107,2021-06-11
2678,493,EUR,Refund,Debit Card,Completed,3023,2021-09-05
2679,3652,EUR,Refund,PayPal,Pending,5652,2020-12-23
2680,2525,GBP,Refund,Debit Card,Completed,413,2020-02-14
2681,928,USD,Purchase,Debit Card,Pending,6147,2020-07-25
2682,2166,GBP,Purchase,Debit Card,Pending,5143,2024-06-04
2683,4644,USD,Refund,PayPal,Pending,1741,2024-08-16
2684,58,USD,Refund,Debit Card,Completed,4205,2021-07-08
2685,1179,USD,Purchase,PayPal,Refunded,8401,2021-01-02
2686,3081,EUR,Purchase,PayPal,Refunded,9769,2020-08-18
2687,4304,EUR,Refund,Credit Card,Refunded,9754,2022-09-26
2688,3515,GBP,Purchase,Credit Card,Refunded,6892,2020-02-20
2689,1566,USD,Refund,PayPal,Refunded,4939,2021-10-01
2690,3544,EUR,Purchase,Debit Card,Refunded,395,2021-09-22
2691,4570,GBP,Refund,PayPal,Refunded,7738,2020-12-07
2692,4478,USD,Purchase,Debit Card,Refunded,3956,2022-09-27
2693,1832,USD,Refund,Credit Card,Pending,8895,2022-05-03
2694,4657,GBP,Refund,PayPal,Completed,10770,2022-07-01
2695,3481,USD,Purchase,Debit Card,Completed,3937,2021-02-14
2696,1111,USD,Refund,Debit Card,Pending,2688,2023-04-03
2697,4144,EUR,Purchase,PayPal,Completed,1007,2023-04-15
2698,1544,GBP,Purchase,Debit Card,Completed,4242,2023-11-16
2699,3993,GBP,Purchase,Debit Card,Pending,2588,2024-07-08
2700,873,GBP,Purchase,Debit Card,Pending,578,2024-02-26
2701,108,GBP,Purchase,PayPal,Refunded,8886,2022-09-02
2702,3832,EUR,Refund,Credit Card,Refunded,8591,2020-07-05
2703,4262,GBP,Refund,Debit Card,Pending,3765,2023-03-18
2704,577,GBP,Refund,PayPal,Refunded,1586,2024-08-13
2705,333,GBP,Refund,Debit Card,Refunded,9822,2024-05-27
2706,4056,GBP,Refund,Debit Card,Refunded,5613,2024-04-07
2707,74,GBP,Purchase,Credit Card,Refunded,4585,2023-04-02
2708,4453,USD,Refund,Credit Card,Completed,10175,2022-05-11
2709,3409,GBP,Refund,Debit Card,Pending,2951,2022-01-10
2710,4978,EUR,Purchase,PayPal,Refunded,8337,2024-09-19
2711,19,USD,Purchase,PayPal,Completed,6979,2021-12-06
2712,3645,EUR,Refund,PayPal,Refunded,10933,2020-12-13
2713,1814,EUR,Purchase,Debit Card,Refunded,4581,2022-06-04
2714,2835,USD,Purchase,Credit Card,Refunded,5267,2021-10-20
2715,3400,USD,Refund,Credit Card,Completed,10266,2020-01-06
2716,3330,GBP,Purchase,Credit Card,Completed,10299,2021-11-28
2717,4056,EUR,Purchase,Credit Card,Pending,10557,2020-06-18
2718,391,EUR,Purchase,Credit Card,Completed,3395,2023-10-16
2719,1541,EUR,Purchase,Credit Card,Pending,2044,2022-12-04
2720,4659,USD,Purchase,Debit Card,Refunded,5782,2022-09-10
2721,1759,EUR,Purchase,Debit Card,Completed,655,2021-06-25
2722,4920,EUR,Refund,PayPal,Refunded,2344,2021-05-30
2723,1190,GBP,Purchase,Credit Card,Completed,8698,2020-09-17
2724,2370,EUR,Refund,Credit Card,Pending,4517,2020-08-06
2725,1315,USD,Purchase,PayPal,Refunded,6270,2020-01-07
2726,2280,EUR,Purchase,PayPal,Completed,1452,2022-07-06
2727,4254,EUR,Purchase,PayPal,Completed,8852,2022-02-05
2728,1419,USD,Purchase,Credit Card,Refunded,1210,2020-07-12
2729,4068,EUR,Refund,Credit Card,Pending,5536,2022-11-24
2730,4383,USD,Purchase,Credit Card,Pending,9865,2022-01-11
2731,2217,USD,Purchase,PayPal,Completed,7207,2024-07-05
2732,3076,GBP,Purchase,PayPal,Refunded,3893,2021-01-03
2733,3585,GBP,Refund,PayPal,Pending,9824,2020-05-16
2734,589,GBP,Purchase,Credit Card,Completed,10351,2024-03-13
2735,2947,USD,Refund,Credit Card,Pending,6544,2024-01-13
2736,2213,EUR,Purchase,PayPal,Refunded,2250,2023-06-21
2737,2979,USD,Purchase,PayPal,Pending,6742,2023-06-16
2738,1951,GBP,Purchase,Debit Card,Completed,5963,2020-05-16
2739,2973,EUR,Refund,PayPal,Pending,10479,2021-12-26
2740,1585,EUR,Purchase,Credit Card,Pending,5719,2022-04-08
2741,2697,EUR,Purchase,Debit Card,Completed,656,2022-09-19
2742,4121,USD,Purchase,Credit Card,Completed,3753,2021-10-31
2743,720,GBP,Refund,Debit Card,Refunded,7909,2023-05-09
2744,282,EUR,Purchase,PayPal,Completed,6779,2023-05-16
2745,380,USD,Purchase,PayPal,Completed,3294,2022-05-02
2746,3605,EUR,Purchase,Debit Card,Pending,4152,2022-09-28
2747,3944,EUR,Refund,Debit Card,Pending,4242,2023-11-16
2748,39,EUR,Purchase,PayPal,Completed,10923,2023-02-20
2749,4459,EUR,Refund,Debit Card,Pending,9244,2021-02-19
2750,1591,EUR,Purchase,PayPal,Refunded,1003,2021-04-04
2751,1266,USD,Purchase,Debit Card,Pending,491,2021-03-15
2752,2244,GBP,Purchase,Debit Card,Completed,6567,2024-08-02
2753,2438,GBP,Purchase,Credit Card,Pending,2058,2024-08-31
2754,2338,USD,Purchase,Credit Card,Pending,8997,2022-12-17
2755,2749,USD,Refund,PayPal,Completed,1109,2023-08-16
2756,4880,EUR,Purchase,Credit Card,Completed,4631,2022-04-24
2757,1854,GBP,Purchase,Credit Card,Completed,10944,2021-10-22
2758,3901,GBP,Purchase,PayPal,Completed,295,2021-02-01
2759,82,EUR,Purchase,Credit Card,Refunded,2469,2023-06-13
2760,1496,GBP,Purchase,PayPal,Refunded,744,2020-09-13
2761,3318,GBP,Purchase,Debit Card,Refunded,4477,2024-06-03
2762,2794,USD,Refund,Credit Card,Pending,10898,2020-07-23
2763,1572,USD,Refund,PayPal,Pending,10464,2023-04-19
2764,679,EUR,Refund,PayPal,Pending,8279,2024-09-23
2765,105,USD,Purchase,Debit Card,Refunded,9031,2022-01-30
2766,4882,GBP,Refund,PayPal,Completed,5978,2020-12-03
2767,4138,EUR,Purchase,Debit Card,Completed,3134,2022-06-25
2768,2579,EUR,Refund,PayPal,Pending,8003,2021-07-29
2769,3951,GBP,Purchase,Credit Card,Pending,4752,2024-08-05
2770,4926,EUR,Refund,Debit Card,Pending,4100,2020-12-05
2771,381,USD,Refund,PayPal,Completed,1253,2023-12-26
2772,1727,USD,Refund,Debit Card,Refunded,9206,2021-02-11
2773,1388,EUR,Purchase,PayPal,Completed,10968,2021-06-21
2774,796,GBP,Refund,Credit Card,Pending,3371,2022-06-02
2775,2038,GBP,Refund,Credit Card,Completed,2888,2020-08-04
2776,3080,EUR,Refund,Credit Card,Pending,2630,2023-10-04
2777,4927,EUR,Refund,Credit Card,Completed,23,2024-07-01
2778,2074,GBP,Refund,Credit Card,Refunded,5138,2022-05-26
2779,3848,EUR,Purchase,Credit Card,Completed,191,2022-07-02
2780,4986,GBP,Refund,PayPal,Completed,2382,2022-12-12
2781,3621,GBP,Purchase,PayPal,Completed,3897,2020-11-28
2782,4350,GBP,Refund,PayPal,Completed,2819,2022-02-26
2783,3692,EUR,Refund,Credit Card,Refunded,1496,2021-05-08
2784,1747,EUR,Refund,Credit Card,Completed,9622,2020-03-08
2785,4890,USD,Purchase,Debit Card,Pending,10142,2024-02-04
2786,3033,GBP,Refund,PayPal,Refunded,2792,2022-06-23
2787,470,GBP,Purchase,Credit Card,Refunded,10712,2021-10-04
2788,583,USD,Refund,PayPal,Pending,6470,2021-07-25
2789,2095,USD,Purchase,PayPal,Pending,7039,2020-01-24
2790,3209,USD,Purchase,PayPal,Pending,4582,2020-08-03
2791,343,GBP,Refund,Debit Card,Refunded,4280,2020-10-24
2792,3083,GBP,Purchase,Debit Card,Completed,9695,2022-01-24
2793,3551,GBP,Refund,PayPal,Refunded,5758,2022-11-26
2794,462,EUR,Refund,Debit Card,Refunded,3600,2022-03-07
2795,3285,USD,Purchase,Debit Card,Completed,4110,2024-04-11
2796,642,USD,Purchase,PayPal,Completed,2536,2020-05-01
2797,3437,USD,Refund,Debit Card,Pending,9924,2022-02-21
2798,1595,USD,Refund,Credit Card,Pending,10264,2020-07-04
2799,1458,GBP,Refund,Credit Card,Refunded,4780,2022-07-13
2800,4401,USD,Purchase,PayPal,Refunded,10013,2021-02-06
2801,1270,USD,Purchase,Credit Card,Pending,4311,2023-01-06
2802,3672,EUR,Refund,Credit Card,Refunded,2948,2020-03-14
2803,1798,USD,Purchase,Debit Card,Refunded,6920,2021-07-21
2804,793,GBP,Purchase,Credit Card,Refunded,4544,2023-09-06
2805,496,GBP,Refund,Debit Card,Pending,1263,2021-09-19
2806,1017,EUR,Refund,PayPal,Pending,2069,2022-04-10
2807,1971,EUR,Refund,PayPal,Refunded,3793,2023-06-02
2808,845,USD,Purchase,Credit Card,Refunded,7314,2021-10-26
2809,3343,GBP,Refund,Credit Card,Completed,4316,2020-10-26
2810,2306,USD,Refund,PayPal,Refunded,400,2023-12-22
2811,2159,EUR,Purchase,PayPal,Pending,5750,2023-04-13
2812,1746,USD,Purchase,PayPal,Refunded,525,2021-11-29
2813,1204,GBP,Refund,Debit Card,Completed,2319,2021-02-19
2814,4905,USD,Refund,PayPal,Pending,1517,2020-08-30
2815,3242,USD,Purchase,Credit Card,Pending,1542,2020-11-02
2816,842,EUR,Refund,Credit Card,Pending,6364,2023-06-19
2817,151,USD,Purchase,PayPal,Refunded,3211,2023-02-02
2818,648,GBP,Purchase,PayPal,Refunded,4991,2021-10-26
2819,3814,GBP,Refund,PayPal,Pending,6635,2023-06-13
2820,4524,USD,Purchase,Debit Card,Completed,1525,2020-02-24
2821,1907,EUR,Refund,Credit Card,Completed,2420,2023-06-15
2822,3650,GBP,Refund,Credit Card,Pending,2304,2024-02-15
2823,3371,EUR,Refund,Debit Card,Pending,7776,2022-12-08
2824,4363,USD,Refund,Debit Card,Completed,6540,2024-05-14
2825,1433,GBP,Purchase,Credit Card,Refunded,8929,2023-01-22
2826,2909,USD,Purchase,Credit Card,Completed,2752,2020-07-26
2827,1691,USD,Refund,Debit Card,Refunded,9806,2021-03-23
2828,1617,USD,Purchase,Credit Card,Pending,2628,2021-06-14
2829,586,EUR,Purchase,Debit Card,Refunded,7986,2024-09-13
2830,256,USD,Purchase,Credit Card,Refunded,10027,2021-02-19
2831,2303,EUR,Refund,PayPal,Completed,2603,2022-08-20
2832,4989,EUR,Refund,PayPal,Pending,2282,2024-02-11
2833,1205,USD,Purchase,PayPal,Completed,4431,2020-09-26
2834,4410,USD,Purchase,Credit Card,Pending,9856,2024-03-27
2835,2695,USD,Purchase,Credit Card,Completed,7668,2021-01-15
2836,1848,USD,Refund,Debit Card,Pending,4460,2022-02-22
2837,4521,GBP,Refund,Debit Card,Refunded,8536,2024-06-20
2838,4829,USD,Refund,Debit Card,Pending,5296,2020-10-24
2839,3885,GBP,Purchase,PayPal,Completed,5074,2020-02-11
2840,4168,EUR,Refund,Credit Card,Pending,2756,2023-10-04
2841,2958,USD,Purchase,Credit Card,Refunded,1867,2024-01-22
2842,153,GBP,Purchase,Credit Card,Pending,9166,2024-02-15
2843,2316,GBP,Refund,Debit Card,Completed,3125,2020-03-10
2844,3063,USD,Purchase,Debit Card,Completed,7602,2022-11-14
2845,1128,GBP,Refund,PayPal,Refunded,16,2023-12-30
2846,3717,GBP,Purchase,Credit Card,Pending,9243,2021-09-15
2847,3920,GBP,Purchase,Debit Card,Refunded,1350,2022-07-11
2848,1155,USD,Purchase,Credit Card,Completed,1222,2023-02-10
2849,3092,USD,Refund,PayPal,Completed,4358,2021-07-01
2850,4793,EUR,Refund,Credit Card,Refunded,1243,2020-10-26
2851,1511,EUR,Purchase,Debit Card,Refunded,210,2022-05-09
2852,2892,GBP,Purchase,Credit Card,Refunded,997,2021-06-28
2853,3127,GBP,Purchase,Debit Card,Refunded,10592,2021-09-06
2854,3033,GBP,Purchase,Credit Card,Completed,3559,2021-08-18
2855,2321,GBP,Purchase,Credit Card,Pending,4771,2021-01-12
2856,2639,EUR,Refund,PayPal,Refunded,6215,2022-07-10
2857,3397,GBP,Refund,Credit Card,Pending,5686,2020-06-16
2858,1650,USD,Refund,Debit Card,Completed,1841,2020-04-15
2859,700,USD,Refund,Credit Card,Completed,1060,2022-06-27
2860,4047,EUR,Refund,Debit Card,Completed,778,2020-07-12
2861,2530,EUR,Purchase,PayPal,Completed,7149,2021-08-31
2862,2981,USD,Refund,PayPal,Completed,6531,2023-11-01
2863,2962,EUR,Refund,PayPal,Refunded,9717,2023-08-26
2864,2663,EUR,Refund,Debit Card,Refunded,1757,2021-05-20
2865,205,EUR,Purchase,Debit Card,Refunded,10117,2022-08-02
2866,3581,GBP,Refund,PayPal,Pending,7040,2024-05-22
2867,4680,GBP,Refund,Credit Card,Refunded,10385,2021-04-12
2868,1964,USD,Refund,Credit Card,Completed,5704,2023-01-17
2869,1982,USD,Purchase,PayPal,Completed,7235,2024-03-15
2870,4008,EUR,Purchase,Debit Card,Pending,254,2021-05-07
2871,2595,GBP,Purchase,Credit Card,Refunded,7789,2024-06-24
2872,4467,EUR,Purchase,Debit Card,Refunded,9225,2020-04-02
2873,62,EUR,Purchase,Credit Card,Completed,7917,2023-12-12
2874,3240,EUR,Refund,PayPal,Pending,1290,2024-09-06
2875,4706,GBP,Purchase,PayPal,Refunded,6356,2020-11-10
2876,270,EUR,Refund,Credit Card,Pending,2376,2020-09-14
2877,3761,USD,Purchase,PayPal,Completed,8355,2020-07-18
2878,4210,USD,Purchase,Debit Card,Pending,10919,2021-12-30
2879,2476,EUR,Purchase,PayPal,Pending,963,2022-05-29
2880,4172,GBP,Refund,PayPal,Pending,7454,2021-09-06
2881,2096,EUR,Purchase,PayPal,Completed,1779,2024-08-02
2882,1438,USD,Purchase,Debit Card,Completed,4815,2022-03-31
2883,2700,USD,Refund,Debit Card,Completed,983,2021-01-08
2884,1421,EUR,Purchase,Credit Card,Refunded,9999,2024-04-07
2885,2700,USD,Purchase,PayPal,Completed,1296,2023-01-25
2886,1453,GBP,Refund,Debit Card,Pending,183,2022-12-31
2887,2737,USD,Refund,Credit Card,Completed,5205,2020-09-27
2888,3187,EUR,Purchase,PayPal,Completed,4897,2024-02-13
2889,3390,GBP,Purchase,Credit Card,Refunded,4822,2023-09-01
2890,4726,GBP,Purchase,Credit Card,Completed,8052,2021-09-10
2891,4270,EUR,Refund,Credit Card,Completed,5824,2020-09-24
2892,3084,USD,Purchase,Credit Card,Pending,10747,2020-09-21
2893,2971,EUR,Refund,PayPal,Completed,1108,2023-04-19
2894,541,EUR,Purchase,Debit Card,Pending,1622,2021-03-02
2895,79,USD,Refund,Debit Card,Pending,4779,2022-06-30
2896,3153,GBP,Refund,Debit Card,Pending,5434,2020-02-11
2897,2351,USD,Refund,PayPal,Completed,6813,2020-03-16
2898,2995,GBP,Purchase,PayPal,Refunded,2761,2022-10-27
2899,4510,GBP,Refund,Credit Card,Completed,7400,2022-03-07
2900,3162,USD,Purchase,Credit Card,Refunded,480,2020-05-13
2901,1092,EUR,Refund,Credit Card,Completed,3050,2020-12-25
2902,4544,EUR,Purchase,Credit Card,Completed,4946,2020-04-02
2903,2270,EUR,Refund,PayPal,Completed,183,2022-12-31
2904,371,USD,Purchase,Debit Card,Completed,6118,2023-02-08
2905,4642,GBP,Purchase,Debit Card,Pending,1822,2022-10-25
2906,2515,USD,Refund,Credit Card,Refunded,4911,2020-12-30
2907,4919,USD,Refund,PayPal,Completed,5407,2020-04-02
2908,4417,EUR,Refund,Debit Card,Refunded,1421,2024-06-22
2909,1314,GBP,Refund,Debit Card,Pending,6571,2020-09-06
2910,3438,EUR,Refund,PayPal,Pending,7024,2024-03-29
2911,2169,GBP,Purchase,Credit Card,Completed,162,2021-01-22
2912,722,EUR,Refund,Debit Card,Refunded,6665,2021-07-06
2913,655,EUR,Purchase,PayPal,Completed,3914,2021-11-05
2914,2088,GBP,Refund,PayPal,Pending,10828,2021-09-21
2915,3453,USD,Purchase,Debit Card,Completed,3474,2023-03-21
2916,2390,GBP,Purchase,Debit Card,Refunded,426,2023-06-03
2917,1357,EUR,Refund,Debit Card,Refunded,8070,2022-01-09
2918,2700,GBP,Refund,Credit Card,Completed,3806,2022-12-27
2919,2948,EUR,Refund,Debit Card,Completed,1962,2022-07-27
2920,3795,EUR,Purchase,PayPal,Pending,10131,2024-05-14
2921,1126,USD,Purchase,Debit Card,Completed,1283,2023-02-14
2922,1955,EUR,Refund,Debit Card,Completed,8983,2021-03-17
2923,465,USD,Purchase,Debit Card,Completed,7996,2020-12-12
2924,3785,GBP,Refund,Debit Card,Completed,4830,2020-10-14
2925,3315,USD,Purchase,PayPal,Completed,4446,2022-03-30
2926,2664,GBP,Purchase,Debit Card,Pending,4939,2021-10-01
2927,2900,EUR,Purchase,PayPal,Refunded,1489,2022-09-28
2928,4895,USD,Purchase,Credit Card,Pending,5699,2024-04-16
2929,1765,GBP,Refund,Credit Card,Pending,4828,2020-10-20
2930,3202,EUR,Refund,Credit Card,Completed,8751,2020-08-14
2931,4491,GBP,Purchase,PayPal,Completed,64,2020-12-23
2932,484,GBP,Refund,PayPal,Pending,3584,2021-06-09
2933,1775,USD,Refund,Credit Card,Completed,8013,2024-01-18
2934,3678,GBP,Refund,Debit Card,Refunded,6760,2022-03-14
2935,732,EUR,Purchase,PayPal,Refunded,4806,2022-10-26
2936,2065,GBP,Refund,Credit Card,Refunded,2448,2024-06-13
2937,1281,USD,Purchase,PayPal,Completed,10992,2021-03-10
2938,549,GBP,Refund,Credit Card,Completed,2297,2021-12-01
2939,4008,USD,Purchase,PayPal,Completed,3231,2021-10-26
2940,3503,EUR,Refund,Credit Card,Refunded,7947,2020-09-13
2941,3037,EUR,Refund,Debit Card,Completed,8491,2020-04-07
2942,627,EUR,Refund,Debit Card,Pending,4109,2023-01-26
2943,1721,USD,Refund,PayPal,Completed,2285,2021-12-24
2944,3777,EUR,Purchase,Debit Card,Pending,989,2024-05-13
2945,1373,EUR,Purchase,PayPal,Pending,605,2021-11-25
2946,4007,GBP,Purchase,Debit Card,Refunded,537,2020-08-04
2947,839,USD,Purchase,Debit Card,Pending,8384,2024-07-10
2948,2111,GBP,Purchase,Credit Card,Pending,4816,2021-05-15
2949,1118,EUR,Refund,PayPal,Completed,3380,2022-12-27
2950,2288,GBP,Refund,Debit Card,Completed,4048,2023-03-02
2951,2506,GBP,Purchase,PayPal,Completed,4273,2023-07-26
2952,4687,GBP,Refund,PayPal,Refunded,10752,2024-06-09
2953,4056,EUR,Purchase,Debit Card,Completed,2085,2021-10-30
2954,2336,USD,Refund,Debit Card,Pending,552,2020-04-28
2955,2287,EUR,Purchase,Debit Card,Completed,5861,2023-10-13
2956,700,GBP,Purchase,Debit Card,Completed,1523,2021-06-02
2957,1454,GBP,Refund,PayPal,Pending,6552,2020-08-03
2958,3008,GBP,Purchase,PayPal,Refunded,1918,2023-06-16
2959,3137,USD,Refund,PayPal,Pending,10172,2022-12-04
2960,1851,USD,Refund,PayPal,Pending,5265,2022-09-27
2961,1723,USD,Refund,PayPal,Refunded,214,2024-02-03
2962,3385,USD,Purchase,Debit Card,Pending,7115,2023-04-20
2963,1916,EUR,Purchase,PayPal,Completed,2665,2020-08-03
2964,2726,GBP,Purchase,Credit Card,Refunded,7865,2023-08-01
2965,2244,EUR,Refund,Credit Card,Pending,3413,2021-08-09
2966,2585,USD,Refund,PayPal,Completed,5723,2020-03-29
2967,2114,USD,Purchase,Credit Card,Pending,9833,2020-08-10
2968,2423,USD,Refund,Credit Card,Pending,1535,2021-09-25
2969,158,GBP,Refund,Credit Card,Pending,7124,2022-10-06
2970,4542,USD,Purchase,Credit Card,Refunded,1402,2022-09-06
2971,4050,GBP,Refund,Credit Card,Completed,7251,2021-09-28
2972,4395,USD,Refund,PayPal,Refunded,1188,2024-09-13
2973,877,EUR,Purchase,PayPal,Completed,6993,2023-08-25
2974,2478,EUR,Purchase,Debit Card,Refunded,361,2021-01-05
2975,3205,EUR,Purchase,PayPal,Pending,2734,2020-08-11
2976,4816,USD,Purchase,Debit Card,Pending,2276,2020-04-10
2977,1318,EUR,Refund,Credit Card,Completed,5998,2023-07-15
2978,2071,GBP,Purchase,Credit Card,Completed,5189,2023-05-06
2979,612,USD,Refund,Credit Card,Pending,7789,2024-06-24
2980,317,EUR,Purchase,PayPal,Completed,7061,2020-03-30
